id,area,job
4100,Politics,Political commentator
4174,Politics,Political commentator
61,Politics ,Political commentator
2850,Special,Political commentator
602,Politics,Political consultant
463,Diplomacy,Politician
1163,Diplomacy,Politician
1164,Diplomacy,Politician
1165,Diplomacy,Politician
1166,Diplomacy,Politician
3497,Diplomacy,Politician
3584,Diplomacy,Politician
3584,Diplomacy,Politician
3690,Diplomacy,Politician
511,Election,Politician
513,Election,Politician
514,Election,Politician
515,Election,Politician
516,Election,Politician
531,Election,Politician
532,Election,Politician
533,Election,Politician
534,Election,Politician
535,Election,Politician
591,Election,Politician
595,Election,Politician
611,Election,Politician
1332,Election,Politician
1333,Election,Politician
1334,Election,Politician
1335,Election,Politician
1336,Election,Politician
1337,Election,Politician
1338,Election,Politician
1339,Election,Politician
1342,Election,Politician
1343,Election,Politician
1344,Election,Politician
1345,Election,Politician
1346,Election,Politician
1623,Election,Politician
1631,Election,Politician
1635,Election,Politician
4183,Election,Politician
1003,Law,Politician
3436,National Security,Politician
1601,Politics,Politician
1602,Politics,Politician
1603,Politics,Politician
1605,Politics,Politician
1613,Politics,Politician
1614,Politics,Politician
1617,Politics,Politician
1759,Politics,Politician
1805,Politics,Politician
2511,Politics,Politician
2550,Politics,Politician
2640,Politics,Politician
2647,Politics,Politician
3428,Politics,Politician
3439,Politics,Politician
3475,Politics,Politician
3565,Politics,Politician
3565,Politics,Politician
3607,Politics,Politician
3607,Politics,Politician
3788,Politics,Politician
4118,Politics,Politician
1029,Society,Politician
1128,Society,Politician
1521,Society,Politician
3917,Society,Politician
4073,Society/Journalism,Politician
1891,Special,Politician
1371,Diplomacy,Political party member 
1282,Politics,Political party member 
1543,Politics,Political party member 
1657,Politics,Political party member 
1061,Society,Political party member 
1124,Society,Political party member 
1561,Society,Political party member 
3208,Diplomacy,Political party member 
32,Economy,Political party member 
616,Economy,Political party member 
2906,Economy,Political party member 
3507,Economy,Political party member 
3929,Economy,Political party member 
3940,Economy,Political party member 
3947,Economy,Political party member 
4059,Economy,Political party member 
4060,Economy,Political party member 
4187,Economy,Political party member 
4188,Economy,Political party member 
4094,Economy/Journalism,Political party member 
4095,Economy/Journalism,Political party member 
496,Election,Political party member 
497,Election,Political party member 
499,Election,Political party member 
500,Election,Political party member 
501,Election,Political party member 
1299,Election,Political party member 
1300,Election,Political party member 
1301,Election,Political party member 
1302,Election,Political party member 
1303,Election,Political party member 
1304,Election,Political party member 
1305,Election,Political party member 
1306,Election,Political party member 
1627,Election,Political party member 
2161,Election,Political party member 
2186,Election,Political party member 
2187,Election,Political party member 
4033,Election,Political party member 
4034,Election,Political party member 
4035,Election,Political party member 
4036,Election,Political party member 
4053,Election,Political party member 
4054,Election,Political party member 
4055,Election,Political party member 
4056,Election,Political party member 
4081,Election,Political party member 
4082,Election,Political party member 
4102,Election,Political party member 
4104,Election,Political party member 
4105,Election,Political party member 
4134,Election,Political party member 
4135,Election,Political party member 
4141,Election,Political party member 
4142,Election,Political party member 
4144,Election,Political party member 
4145,Election,Political party member 
4147,Election,Political party member 
4148,Election,Political party member 
4150,Election,Political party member 
4152,Election,Political party member 
4157,Election,Political party member 
4158,Election,Political party member 
4160,Election,Political party member 
4180,Election,Political party member 
4,Journalism,Political party member 
2043,Labor,Political party member 
665,Law,Political party member 
3580,Law,Political party member 
3580,Law,Political party member 
2758,N&S.Korea,Political party member 
2805,N&S.Korea,Political party member 
50,Politics,Political party member 
116,Politics,Political party member 
269,Politics,Political party member 
456,Politics,Political party member 
571,Politics,Political party member 
572,Politics,Political party member 
622,Politics,Political party member 
623,Politics,Political party member 
625,Politics,Political party member 
634,Politics,Political party member 
642,Politics,Political party member 
643,Politics,Political party member 
707,Politics,Political party member 
751,Politics,Political party member 
870,Politics,Political party member 
882,Politics,Political party member 
883,Politics,Political party member 
884,Politics,Political party member 
903,Politics,Political party member 
909,Politics,Political party member 
910,Politics,Political party member 
912,Politics,Political party member 
913,Politics,Political party member 
914,Politics,Political party member 
915,Politics,Political party member 
1257,Politics,Political party member 
1259,Politics,Political party member 
1260,Politics,Political party member 
1340,Politics,Political party member 
1341,Politics,Political party member 
1604,Politics,Political party member 
1700,Politics,Political party member 
1701,Politics,Political party member 
1704,Politics,Political party member 
1710,Politics,Political party member 
1711,Politics,Political party member 
1720,Politics,Political party member 
1758,Politics,Political party member 
1763,Politics,Political party member 
1983,Politics,Political party member 
1984,Politics,Political party member 
1985,Politics,Political party member 
1990,Politics,Political party member 
2387,Politics,Political party member 
2479,Politics,Political party member 
2491,Politics,Political party member 
2512,Politics,Political party member 
2518,Politics,Political party member 
2520,Politics,Political party member 
2536,Politics,Political party member 
2548,Politics,Political party member 
2552,Politics,Political party member 
2553,Politics,Political party member 
2554,Politics,Political party member 
2555,Politics,Political party member 
2556,Politics,Political party member 
2557,Politics,Political party member 
2558,Politics,Political party member 
2559,Politics,Political party member 
2560,Politics,Political party member 
2562,Politics,Political party member 
2565,Politics,Political party member 
2566,Politics,Political party member 
2567,Politics,Political party member 
2568,Politics,Political party member 
2569,Politics,Political party member 
2576,Politics,Political party member 
2577,Politics,Political party member 
2578,Politics,Political party member 
2583,Politics,Political party member 
2596,Politics,Political party member 
2599,Politics,Political party member 
2607,Politics,Political party member 
2616,Politics,Political party member 
2633,Politics,Political party member 
2639,Politics,Political party member 
2646,Politics,Political party member 
2671,Politics,Political party member 
2680,Politics,Political party member 
2725,Politics,Political party member 
2726,Politics,Political party member 
2812,Politics,Political party member 
2865,Politics,Political party member 
2935,Politics,Political party member 
2944,Politics,Political party member 
2984,Politics,Political party member 
2994,Politics,Political party member 
3040,Politics,Political party member 
3041,Politics,Political party member 
3050,Politics,Political party member 
3057,Politics,Political party member 
3253,Politics,Political party member 
3259,Politics,Political party member 
3333,Politics,Political party member 
3346,Politics,Political party member 
3373,Politics,Political party member 
3410,Politics,Political party member 
3424,Politics,Political party member 
3425,Politics,Political party member 
3427,Politics,Political party member 
3435,Politics,Political party member 
3440,Politics,Political party member 
3468,Politics,Political party member 
3470,Politics,Political party member 
3472,Politics,Political party member 
3473,Politics,Political party member 
3474,Politics,Political party member 
3487,Politics,Political party member 
3488,Politics,Political party member 
3489,Politics,Political party member 
3514,Politics,Political party member 
3517,Politics,Political party member 
3578,Politics,Political party member 
3578,Politics,Political party member 
3579,Politics,Political party member 
3579,Politics,Political party member 
3740,Politics,Political party member 
3741,Politics,Political party member 
3756,Politics,Political party member 
3785,Politics,Political party member 
3792,Politics,Political party member 
3794,Politics,Political party member 
3795,Politics,Political party member 
3796,Politics,Political party member 
3797,Politics,Political party member 
3825,Politics,Political party member 
3827,Politics,Political party member 
3832,Politics,Political party member 
3834,Politics,Political party member 
3836,Politics,Political party member 
3837,Politics,Political party member 
3838,Politics,Political party member 
3839,Politics,Political party member 
3848,Politics,Political party member 
3849,Politics,Political party member 
3880,Politics,Political party member 
3881,Politics,Political party member 
3882,Politics,Political party member 
3883,Politics,Political party member 
3884,Politics,Political party member 
3885,Politics,Political party member 
3886,Politics,Political party member 
3887,Politics,Political party member 
3893,Politics,Political party member 
3895,Politics,Political party member 
3896,Politics,Political party member 
3897,Politics,Political party member 
3898,Politics,Political party member 
3908,Politics,Political party member 
3938,Politics,Political party member 
3939,Politics,Political party member 
3968,Politics,Political party member 
4092,Politics,Political party member 
4114,Politics,Political party member 
4115,Politics,Political party member 
4119,Politics,Political party member 
4120,Politics,Political party member 
4121,Politics,Political party member 
4122,Politics,Political party member 
4127,Politics,Political party member 
4132,Politics,Political party member 
4133,Politics,Political party member 
4140,Politics,Political party member 
4161,Politics,Political party member 
4162,Politics,Political party member 
4165,Politics,Political party member 
4166,Politics,Political party member 
4167,Politics,Political party member 
4168,Politics,Political party member 
4170,Politics,Political party member 
4172,Politics,Political party member 
4191,Politics,Political party member 
4192,Politics,Political party member 
57,Politics ,Political party member 
58,Politics ,Political party member 
59,Politics ,Political party member 
60,Politics ,Political party member 
83,Politics ,Political party member 
4024,Politics/Society,Political party member 
376,Society,Political party member 
386,Society,Political party member 
417,Society,Political party member 
557,Society,Political party member 
1772,Society,Political party member 
1909,Society,Political party member 
2306,Society,Political party member 
2497,Society,Political party member 
2501,Society,Political party member 
2755,Society,Political party member 
2756,Society,Political party member 
2793,Society,Political party member 
3682,Society,Political party member 
3916,Society,Political party member 
4089,Society,Political party member 
4074,Society/Journalism,Political party member 
2096,Special,Political party member 
2099,Special,Political party member 
3814,Special,Political party member 
873,Women,Political party member 
874,Women,Political party member 
200,Society,Doctor
1368,Diplomacy,Minister
193,Economy,Minister
250,Economy,Minister
339,Education,Minister
285,Journalism,Minister
678,Journalism,Minister
745,Labor,Minister
1227,Law,Minister
159,N&S.Korea,Minister
348,N&S.Korea,Minister
2958,Politics,Minister
205,Society,Minister
324,Society,Minister
328,Society,Minister
1533,Society,Minister
1549,Society,Minister
2331,Society,Minister
3196,Society,Minister
343,Culture,Writer
1626,Election,Writer
3295,IT,Writer
3762,Labor,Writer
160,N&S.Korea,Writer
1646,Politics,Writer
1647,Politics,Writer
3554,Politics,Writer
3554,Politics,Writer
4113,Politics,Writer
1609,Society,Writer
3684,Society,Writer
3815,Special,Writer
136,Diplomacy,Chief of Regional Government 
3928,Economy,Chief of Regional Government 
3959,Economy,Chief of Regional Government 
3960,Economy,Chief of Regional Government 
502,Election,Chief of Regional Government 
2183,Election,Chief of Regional Government 
2185,Election,Chief of Regional Government 
4037,Election,Chief of Regional Government 
4103,Election,Chief of Regional Government 
4107,Election,Chief of Regional Government 
4108,Election,Chief of Regional Government 
242,Politics,Chief of Regional Government 
243,Politics,Chief of Regional Government 
1174,Politics,Chief of Regional Government 
3344,Politics,Chief of Regional Government 
3432,Politics,Chief of Regional Government 
3433,Politics,Chief of Regional Government 
3467,Politics,Chief of Regional Government 
3469,Politics,Chief of Regional Government 
3871,Politics,Chief of Regional Government 
3889,Politics,Chief of Regional Government 
753,Society,Chief of Regional Government 
767,Society,Chief of Regional Government 
774,Society,Chief of Regional Government 
1081,Society,Chief of Regional Government 
1534,Society,Chief of Regional Government 
1590,Society,Chief of Regional Government 
3380,Society,Chief of Regional Government 
3656,Society,Chief of Regional Government 
3656,Society,Chief of Regional Government 
3725,Society,Chief of Regional Government 
541,Culture,Doctor
1187,Culture,Doctor
1190,Culture,Doctor
2220,Culture,Doctor
3989,Economy/Society,Doctor
3914,Education,Doctor
3915,Education,Doctor
102,Education ,Doctor
1135,Law,Doctor
629,Politics,Doctor
2733,Politics,Doctor
3865,Politics,Doctor
3874,Politics,Doctor
3875,Politics,Doctor
3877,Politics,Doctor
3878,Politics,Doctor
3879,Politics,Doctor
4012,Politics/Society,Doctor
165,Society,Doctor
167,Society,Doctor
199,Society,Doctor
302,Society,Doctor
304,Society,Doctor
305,Society,Doctor
329,Society,Doctor
366,Society,Doctor
380,Society,Doctor
381,Society,Doctor
476,Society,Doctor
1102,Society,Doctor
1154,Society,Doctor
1442,Society,Doctor
1736,Society,Doctor
1797,Society,Doctor
1798,Society,Doctor
2058,Society,Doctor
2059,Society,Doctor
2075,Society,Doctor
2434,Society,Doctor
2436,Society,Doctor
2437,Society,Doctor
3068,Society,Doctor
3335,Society,Doctor
3657,Society,Doctor
3657,Society,Doctor
3715,Society,Doctor
3724,Society,Doctor
3727,Society,Doctor
4065,Society,Doctor
2854,Special,Doctor
855,Society,Music producer
1448,Culture,Music Commentator
561,Society,Music Commentator
851,Society,Music producer
1076,Culture,Music producer
1477,Culture,Music producer
3738,Society,YoTuber
4177,Election,Athlete
4068,Society,Athlete
1241,Society,International government official
207,Society,Art director
1222,Culture,Movie critic
1492,Culture,Movie critic
2128,Culture,Movie critic
2860,Culture,Movie critic
1075,Culture,Movie producer
1086,Culture,Movie producer
1221,Culture,Movie producer
1387,Culture,Movie producer
1593,Culture,Movie producer
2127,Culture,Movie producer
2859,Culture,Movie producer
2130,Culture,Movie industry
1220,Culture,Movie director
1292,Culture,Movie director
1385,Culture,Movie director
1389,Culture,Movie director
2857,Culture,Movie director
2858,Culture,Movie director
600,Politics,Movie director
260,Women,Movie director
1327,Society,Entertainment 
391,Culture,Researcher
2131,Culture,Researcher
216,Diplomacy,Researcher
408,Diplomacy,Researcher
409,Diplomacy,Researcher
410,Diplomacy,Researcher
421,Diplomacy,Researcher
422,Diplomacy,Researcher
486,Diplomacy,Researcher
491,Diplomacy,Researcher
671,Diplomacy,Researcher
797,Diplomacy,Researcher
821,Diplomacy,Researcher
1036,Diplomacy,Researcher
1207,Diplomacy,Researcher
1413,Diplomacy,Researcher
1416,Diplomacy,Researcher
1792,Diplomacy,Researcher
1858,Diplomacy,Researcher
1859,Diplomacy,Researcher
1861,Diplomacy,Researcher
2624,Diplomacy,Researcher
2687,Diplomacy,Researcher
3209,Diplomacy,Researcher
3210,Diplomacy,Researcher
3228,Diplomacy,Researcher
3278,Diplomacy,Researcher
3320,Diplomacy,Researcher
3393,Diplomacy,Researcher
3456,Diplomacy,Researcher
3496,Diplomacy,Researcher
3550,Diplomacy,Researcher
3586,Diplomacy,Researcher
3586,Diplomacy,Researcher
3667,Diplomacy,Researcher
3668,Diplomacy,Researcher
3679,Diplomacy,Researcher
3692,Diplomacy,Researcher
3771,Diplomacy,Researcher
448,Economy,Researcher
529,Economy,Researcher
530,Economy,Researcher
831,Economy,Researcher
893,Economy,Researcher
1009,Economy,Researcher
1787,Economy,Researcher
1847,Economy,Researcher
1867,Economy,Researcher
2114,Economy,Researcher
2134,Economy,Researcher
2135,Economy,Researcher
2242,Economy,Researcher
2266,Economy,Researcher
2269,Economy,Researcher
2293,Economy,Researcher
2296,Economy,Researcher
2415,Economy,Researcher
2418,Economy,Researcher
2419,Economy,Researcher
2444,Economy,Researcher
2462,Economy,Researcher
2471,Economy,Researcher
2631,Economy,Researcher
2713,Economy,Researcher
2714,Economy,Researcher
2846,Economy,Researcher
2848,Economy,Researcher
2916,Economy,Researcher
2917,Economy,Researcher
2948,Economy,Researcher
3612,Economy,Researcher
3612,Economy,Researcher
3613,Economy,Researcher
3613,Economy,Researcher
3780,Economy,Researcher
3781,Economy,Researcher
3782,Economy,Researcher
3942,Economy,Researcher
4189,Economy,Researcher
4078,Economy/Journalism,Researcher
218,Education,Researcher
333,Education,Researcher
2370,Education,Researcher
2394,Education,Researcher
2395,Education,Researcher
3641,Education,Researcher
3641,Education,Researcher
3820,Education,Researcher
1630,Election,Researcher
42,Labor,Researcher
609,Labor,Researcher
837,Labor,Researcher
1576,Labor,Researcher
1940,Labor,Researcher
2265,N.Korea,Researcher
2283,N.Korea,Researcher
3316,N.Korea,Researcher
3402,N.Korea,Researcher
3403,N.Korea,Researcher
353,N&S.Korea,Researcher
550,N&S.Korea,Researcher
551,N&S.Korea,Researcher
1971,N&S.Korea,Researcher
2002,N&S.Korea,Researcher
2738,N&S.Korea,Researcher
2739,N&S.Korea,Researcher
2808,N&S.Korea,Researcher
2920,N&S.Korea,Researcher
3201,N&S.Korea,Researcher
3203,N&S.Korea,Researcher
3205,N&S.Korea,Researcher
3207,N&S.Korea,Researcher
3267,N&S.Korea,Researcher
3268,N&S.Korea,Researcher
3615,N&S.Korea,Researcher
3615,N&S.Korea,Researcher
2170,National Defense,Researcher
2175,National Defense,Researcher
2203,National Defense,Researcher
2204,National Defense,Researcher
2428,National Defense,Researcher
3356,National Security,Researcher
3391,National Security,Researcher
3437,National Security,Researcher
3774,National Security,Researcher
3775,National Security,Researcher
3840,National Security,Researcher
3841,National Security,Researcher
3842,National Security,Researcher
3843,National Security,Researcher
570,Politics,Researcher
865,Politics,Researcher
983,Politics,Researcher
2455,Politics,Researcher
2521,Politics,Researcher
2654,Politics,Researcher
2668,Politics,Researcher
2675,Politics,Researcher
2695,Politics,Researcher
2700,Politics,Researcher
2704,Politics,Researcher
2803,Politics,Researcher
2980,Politics,Researcher
3032,Politics,Researcher
3034,Politics,Researcher
3035,Politics,Researcher
3053,Politics,Researcher
3063,Politics,Researcher
3074,Politics,Researcher
3215,Politics,Researcher
3221,Politics,Researcher
3239,Politics,Researcher
3256,Politics,Researcher
3285,Politics,Researcher
3332,Politics,Researcher
3397,Politics,Researcher
3413,Politics,Researcher
3421,Politics,Researcher
3450,Politics,Researcher
3481,Politics,Researcher
3566,Politics,Researcher
3566,Politics,Researcher
3830,Politics,Researcher
3831,Politics,Researcher
3933,Politics,Researcher
3993,Politics/Economy,Researcher
3964,Politics/Education,Researcher
4001,Politics/Society,Researcher
4005,Politics/Society,Researcher
4013,Politics/Society,Researcher
4041,Politics/Society,Researcher
4028,Politics/종교,Researcher
364,Society,Researcher
768,Society,Researcher
773,Society,Researcher
958,Society,Researcher
1084,Society,Researcher
1256,Society,Researcher
1570,Society,Researcher
1728,Society,Researcher
1836,Society,Researcher
1853,Society,Researcher
1869,Society,Researcher
2093,Society,Researcher
2094,Society,Researcher
2217,Society,Researcher
2366,Society,Researcher
2710,Society,Researcher
2754,Society,Researcher
2976,Society,Researcher
3020,Society,Researcher
3022,Society,Researcher
3198,Society,Researcher
3199,Society,Researcher
3216,Society,Researcher
3219,Society,Researcher
3226,Society,Researcher
3227,Society,Researcher
3262,Society,Researcher
3339,Society,Researcher
3341,Society,Researcher
3383,Society,Researcher
3500,Society,Researcher
3626,Society,Researcher
3626,Society,Researcher
3635,Society,Researcher
3635,Society,Researcher
3695,Society,Researcher
3700,Society,Researcher
2322,부동산,Researcher
3779,History,Researcher
182,Culture,Journalist
1089,Culture,Journalist
1218,Culture,Journalist
1958,Culture,Journalist
135,Diplomacy,Journalist
426,Diplomacy,Journalist
655,Diplomacy,Journalist
1107,Diplomacy,Journalist
1108,Diplomacy,Journalist
2626,Diplomacy,Journalist
2689,Diplomacy,Journalist
3279,Diplomacy,Journalist
79,Economy,Journalist
175,Economy,Journalist
195,Economy,Journalist
251,Economy,Journalist
1439,Economy,Journalist
1785,Economy,Journalist
2294,Economy,Journalist
2323,Economy,Journalist
2531,Economy,Journalist
2628,Economy,Journalist
3274,Economy,Journalist
3275,Economy,Journalist
3509,Economy,Journalist
3967,Economy/Journalism,Journalist
3996,Economy/Journalism,Journalist
4071,Economy/Journalism,Journalist
4079,Economy/Journalism,Journalist
4097,Economy/Journalism,Journalist
239,Education,Journalist
1013,Education,Journalist
2410,Education,Journalist
593,Election,Journalist
4058,Election,Journalist
4178,Election,Journalist
4179,Election,Journalist
4181,Election,Journalist
4186,Election,Journalist
5,Journalism,Journalist
261,Journalism,Journalist
264,Journalism,Journalist
271,Journalism,Journalist
283,Journalism,Journalist
284,Journalism,Journalist
314,Journalism,Journalist
471,Journalism,Journalist
472,Journalism,Journalist
579,Journalism,Journalist
582,Journalism,Journalist
650,Journalism,Journalist
679,Journalism,Journalist
682,Journalism,Journalist
934,Journalism,Journalist
935,Journalism,Journalist
4006,Journalism/Politics,Journalist
1171,Labor,Journalist
435,Law,Journalist
1002,Law,Journalist
2284,N.Korea,Journalist
2508,N.Korea,Journalist
3347,N.Korea,Journalist
221,N&S.Korea,Journalist
222,N&S.Korea,Journalist
352,N&S.Korea,Journalist
2720,N&S.Korea,Journalist
2740,N&S.Korea,Journalist
2759,N&S.Korea,Journalist
2767,N&S.Korea,Journalist
2176,National Defense,Journalist
2429,National Defense,Journalist
3359,National Security,Journalist
3362,National Security,Journalist
3388,National Security,Journalist
630,Politics,Journalist
633,Politics,Journalist
696,Politics,Journalist
839,Politics,Journalist
891,Politics,Journalist
1100,Politics,Journalist
1118,Politics,Journalist
1177,Politics,Journalist
1277,Politics,Journalist
1328,Politics,Journalist
1426,Politics,Journalist
1459,Politics,Journalist
1465,Politics,Journalist
1499,Politics,Journalist
1749,Politics,Journalist
1750,Politics,Journalist
1810,Politics,Journalist
1987,Politics,Journalist
1994,Politics,Journalist
2005,Politics,Journalist
2010,Politics,Journalist
2102,Politics,Journalist
2107,Politics,Journalist
2113,Politics,Journalist
2273,Politics,Journalist
2379,Politics,Journalist
2581,Politics,Journalist
2582,Politics,Journalist
2592,Politics,Journalist
2641,Politics,Journalist
2643,Politics,Journalist
2655,Politics,Journalist
2657,Politics,Journalist
2664,Politics,Journalist
2669,Politics,Journalist
2684,Politics,Journalist
2693,Politics,Journalist
2697,Politics,Journalist
2698,Politics,Journalist
2701,Politics,Journalist
2734,Politics,Journalist
2735,Politics,Journalist
2773,Politics,Journalist
2787,Politics,Journalist
2792,Politics,Journalist
2810,Politics,Journalist
2814,Politics,Journalist
2823,Politics,Journalist
2826,Politics,Journalist
2834,Politics,Journalist
2836,Politics,Journalist
2840,Politics,Journalist
2843,Politics,Journalist
2892,Politics,Journalist
2898,Politics,Journalist
2968,Politics,Journalist
2969,Politics,Journalist
2981,Politics,Journalist
2982,Politics,Journalist
3000,Politics,Journalist
3001,Politics,Journalist
3024,Politics,Journalist
3025,Politics,Journalist
3031,Politics,Journalist
3220,Politics,Journalist
3238,Politics,Journalist
3254,Politics,Journalist
3281,Politics,Journalist
3289,Politics,Journalist
3298,Politics,Journalist
3300,Politics,Journalist
3312,Politics,Journalist
3313,Politics,Journalist
3325,Politics,Journalist
3366,Politics,Journalist
3367,Politics,Journalist
3396,Politics,Journalist
3406,Politics,Journalist
3408,Politics,Journalist
3420,Politics,Journalist
3441,Politics,Journalist
3449,Politics,Journalist
3538,Politics,Journalist
3802,Politics,Journalist
4101,Politics,Journalist
85,Politics ,Journalist
4020,Politics/Economy,Journalist
3973,Politics/Journalism,Journalist
3976,Politics/Journalism,Journalist
4016,Politics/Journalism,Journalist
4044,Politics/Society,Journalist
142,Society,Journalist
289,Society,Journalist
995,Society,Journalist
1023,Society,Journalist
1122,Society,Journalist
1244,Society,Journalist
1246,Society,Journalist
2060,Society,Journalist
2076,Society,Journalist
2278,Society,Journalist
2352,Society,Journalist
2420,Society,Journalist
2502,Society,Journalist
2541,Society,Journalist
2749,Society,Journalist
2750,Society,Journalist
2781,Society,Journalist
2797,Society,Journalist
2974,Society,Journalist
3234,Society,Journalist
3260,Society,Journalist
3263,Society,Journalist
3351,Society,Journalist
3353,Society,Journalist
3605,Society,Journalist
3605,Society,Journalist
3675,Society,Journalist
3707,Society,Journalist
3754,Society,Journalist
95,Society ,Journalist
4075,Society/Journalism,Journalist
2853,Special,Journalist
876,Women,Journalist
1316,Women,Journalist
168,Society,Pharmacist
330,Society,Pharmacist
1608,Society,Psychologist
8,Society,Priest
383,Society,Priest
1474,Culture,Commentator
614,Election,Commentator
2180,Election,Commentator
2037,Journalism,Commentator
787,N&S.Korea,Commentator
110,Politics,Commentator
148,Politics,Commentator
268,Politics,Commentator
524,Politics,Commentator
638,Politics,Commentator
885,Politics,Commentator
1331,Politics,Commentator
1498,Politics,Commentator
1544,Politics,Commentator
1706,Politics,Commentator
1717,Politics,Commentator
1917,Politics,Commentator
2016,Politics,Commentator
2072,Politics,Commentator
2837,Politics,Commentator
2873,Politics,Commentator
2941,Politics,Commentator
4093,Politics,Commentator
554,Society,Commentator
1130,Society,Commentator
3590,Society,Commentator
3590,Society,Commentator
3683,Society,Commentator
3746,Society,Commentator
96,Society ,Commentator
1315,Women,Commentator
2158,Education,Civic activist
396,N&S.Korea,Civic activist
140,Society,Civic activist
547,Culture,Civic activist
822,Diplomacy,Civic activist
293,Economy,Civic activist
1831,Economy,Civic activist
1868,Economy,Civic activist
2877,Economy,Civic activist
2889,Economy,Civic activist
2909,Economy,Civic activist
3783,Economy,Civic activist
23,Education,Civic activist
131,Education,Civic activist
340,Education,Civic activist
733,Education,Civic activist
850,Education,Civic activist
1145,Education,Civic activist
1676,Education,Civic activist
1677,Education,Civic activist
1931,Education,Civic activist
2155,Education,Civic activist
2159,Education,Civic activist
2317,Education,Civic activist
2318,Education,Civic activist
3642,Education,Civic activist
3643,Education,Civic activist
2178,Election,Civic activist
2349,International,Civic activist
263,Journalism,Civic activist
361,Journalism,Civic activist
1887,Journalism,Civic activist
1902,Journalism,Civic activist
41,Law,Civic activist
1004,Law,Civic activist
782,N&S.Korea,Civic activist
786,N&S.Korea,Civic activist
709,Politics,Civic activist
752,Politics,Civic activist
827,Politics,Civic activist
841,Politics,Civic activist
880,Politics,Civic activist
881,Politics,Civic activist
1058,Politics,Civic activist
1120,Politics,Civic activist
1176,Politics,Civic activist
1268,Politics,Civic activist
1329,Politics,Civic activist
1460,Politics,Civic activist
2064,Politics,Civic activist
2070,Politics,Civic activist
2477,Politics,Civic activist
2881,Politics,Civic activist
2953,Politics,Civic activist
3193,Politics,Civic activist
3742,Politics,Civic activist
66,Politics ,Civic activist
166,Society,Civic activist
303,Society,Civic activist
478,Society,Civic activist
586,Society,Civic activist
687,Society,Civic activist
756,Society,Civic activist
769,Society,Civic activist
776,Society,Civic activist
952,Society,Civic activist
965,Society,Civic activist
1131,Society,Civic activist
1185,Society,Civic activist
1235,Society,Civic activist
1393,Society,Civic activist
1569,Society,Civic activist
1582,Society,Civic activist
1729,Society,Civic activist
1782,Society,Civic activist
1837,Society,Civic activist
1870,Society,Civic activist
2079,Society,Civic activist
2082,Society,Civic activist
2139,Society,Civic activist
2141,Society,Civic activist
